Restaurant_Name,Address,City,Phone,Cuisines,Ratings
brookhaven cafe, 4274 peachtree rd., atlanta, 4042315907, vegetarian, 682
cafe sunflower, 5975 roswell rd., atlanta, 4042561675, health food, 683
canoe, 4199 paces ferry rd., atlanta, 7704322663, american (new), 684
careys, 1021 cobb pkwy. se, marietta, 7704228042, hamburgers, 685
careys corner, 1215 powers ferry rd., marietta, 7709330909, hamburgers, 686
chops, 70 w. paces ferry rd., atlanta, 4042622675, steakhouses, 687
chopstix, 4279 roswell rd., atlanta, 4042554868, chinese, 688
deacon burtons soulfood restaurant, 1029 edgewood ave. se, atlanta, 4045231929, southernsoul, 689
eats, 600 ponce de leon ave., atlanta, 4048889149, italian, 690
flying biscuit  the, 1655 mclendon ave., atlanta, 4046878888, eclectic, 691
frijoleros, 1031 peachtree st. ne, atlanta, 4048928226, texmex, 692
greenwoods, 1087 green st., roswell, 7709925383, southernsoul, 693
harolds barbecue, 171 mcdonough blvd., atlanta, 4046279268, bbq, 694
havana sandwich shop, 2905 buford hwy., atlanta, 4046364094, cuban, 695
house of chan, 2469 cobb pkwy., smyrna, 7709559444, chinese, 696
indian delights, 3675 satellite blvd., duluth, 1008138212, indian, 697
java jive, 790 ponce de leon ave., atlanta, 4048766161, coffee shops, 698
johnny rockets (at), 2970 cobb pkwy., atlanta, 7709556068, american, 699
kalos coffee house, 1248 clairmont rd., decatur, 4043253733, coffeehouses, 700
la fonda latina, 4427 roswell rd., atlanta, 4043038201, spanish, 701
lettuce souprise you (at), 3525 mall blvd., duluth, 7704189969, cafeterias, 702
majestic, 1031 ponce de leon ave., atlanta, 4048750276, diners, 703
mortons of chicago (atlanta), 303 peachtree st. ne, atlanta, 4045774366, steakhouses, 704
my thai, 1248 clairmont rd., atlanta, 4046364280, thai, 705
nava, 3060 peachtree rd., atlanta, 4042401984, southwestern, 706
nuevo laredo cantina, 1495 chattahoochee ave. nw, atlanta, 4043529009, mexican, 707
original pancake house (at), 4330 peachtree rd., atlanta, 4042374116, american, 708
palm  the (atlanta), 3391 peachtree rd. ne, atlanta, 4048141955, steakhouses, 709
rainbow restaurant, 2118 n. decatur rd., decatur, 4046333538, vegetarian, 710
ritzcarlton cafe (atlanta), 181 peachtree st., atlanta, 4046590400, american (new), 711
riviera, 519 e. paces ferry rd., atlanta, 4042627112, mediterranean, 712
silver skillet  the, 200 14th st. nw, atlanta, 4048741388, coffee shops, 713
soto, 3330 piedmont rd., atlanta, 4042332005, japanese, 714
thelmas kitchen, 764 marietta st. nw, atlanta, 4046885855, cafeterias, 715
tortillas, 774 ponce de leon ave. ne, atlanta, 4048920193, texmex, 716
van goghs restaurant & bar, 70 w. crossville rd., roswell, 7709931156, american (new), 717
veggieland, 220 sandy springs circle, atlanta, 4042313111, vegetarian, 718
white house restaurant, 3172 peachtree rd. ne, atlanta, 4042377601, diners, 719
zabelee, 4837 old national hwy., college park, 4047682705, thai, 720
bills place, 2315 clement st., san francisco, 4152215262, hamburgers, 721
cafe flore, 2298 market st., san francisco, 4156218579, californian, 722
caffe greco, 423 columbus ave., san francisco, 4153976261, continental, 723
campo santo, 240 columbus ave., san francisco, 4154339623, mexican, 724
cha cha chas, 1805 haight st., san francisco, 4153865758, caribbean, 725
doidges, 2217 union st., san francisco, 4159212149, american, 726
dotties true blue cafe, 522 jones st., san francisco, 4158852767, diners, 727
dusit thai, 3221 mission st., san francisco, 4158264639, thai, 728
ebisu, 1283 ninth ave., san francisco, 4155661770, japanese, 729
emerald garden restaurant, 1550 california st., san francisco, 4156731155, vietnamese, 730
erics chinese restaurant, 1500 church st., san francisco, 4152820919, chinese, 731
hamburger marys, 1582 folsom st., san francisco, 4156261985, hamburgers, 732
kellys on trinity, 333 bush st., san francisco, 4153624454, californian, 733
la cumbre, 515 valencia st., san francisco, 4158638205, mexican, 734
la mediterranee, 288 noe st., san francisco, 4154317210, mediterranean, 735
la taqueria, 2889 mission st., san francisco, 4152857117, mexican, 736
marios bohemian cigar store cafe, 2209 polk st., san francisco, 4157768226, italian, 737
marnee thai, 2225 irving st., san francisco, 4156659500, thai, 738
mels drivein, 3355 geary st., san francisco, 4153872244, hamburgers, 739
mos burgers, 1322 grant st., san francisco, 4157883779, hamburgers, 740
phnom penh cambodian restaurant, 631 larkin st., san francisco, 4157755979, cambodian, 741
roosevelt tamale parlor, 2817 24th st., san francisco, 4155509213, mexican, 742
sallys cafe & bakery, 300 de haro st., san francisco, 4156266006, american, 743
san francisco bbq, 1328 18th st., san francisco, 4154318956, thai, 744
slanted door, 584 valencia st., san francisco, 4158618032, vietnamese, 745
swan oyster depot, 1517 polk st., san francisco, 4156731101, seafood, 746
thep phanom, 400 waller st., san francisco, 4154312526, thai, 747
ti couz, 3108 16th st., san francisco, 4152527373, french, 748
trio cafe, 1870 fillmore st., san francisco, 4155632248, american, 749
tu lan, 8 sixth st., san francisco, 4156260927, vietnamese, 750
vicolo pizzeria, 201 ivy st., san francisco, 4158632382, pizza, 751
wahaka oaxaca mexican grill, 2141 polk st., san francisco, 4157751055, mexican, 752
